| 2014-11-20 |               61 |              46 |              76 |               51 |               71 |              27 |              84 |                1,969 |                1,977 |                 0.04 |                  0.13 |                 1.85 |
| 2014-11-21 |               64 |              61 |              66 |               50 |               71 |              29 |              84 |                1,937 |                1,999 |                 0.57 |                  0.14 |                 1.54 |
| 2014-11-22 |               63 |              58 |              68 |               50 |               70 |              30 |              87 |                1,975 |                1,973 |                 0.11 |                  0.13 |                 3.09 |
| 2014-11-23 |               71 |              61 |              80 |               50 |               70 |              24 |              85 |                1,975 |                1,973 |                 0.23 |                  0.14 |                 3.81 |
| 2014-11-27 |               55 |              43 |              67 |               49 |               69 |              26 |              84 |                1,975 |                1,989 |                 0.00 |                  0.14 |                 3.12 |
| 2014-11-30 |               71 |              61 |              80 |               48 |               68 |              19 |              82 |                1,976 |                1,950 |                 0.00 |                  0.15 |                 1.41 |
| 2014-12-03 |               59 |              52 |              66 |               47 |               67 |              25 |              85 |                1,929 |                1,995 |                 0.00 |                  0.14 |                 2.50 |
| 2014-12-06 |               65 |              58 |              71 |               46 |               66 |              20 |              82 |                1,950 |                1,951 |                 0.00 |                  0.13 |                 3.08 |
| 2014-12-07 |               57 |              54 |              59 |               46 |               66 |              24 |              84 |                1,950 |                1,998 |                 0.00 |                  0.13 |                 4.95 |
| 2014-12-08 |               57 |              46 |              67 |               46 |               66 |              25 |              83 |                1,927 |                2,007 |                 0.00 |                  0.13 |                 1.95 |
| 2014-12-14 |               67 |              58 |              76 |               45 |               64 |              25 |              83 |                1,985 |                1,995 |                 0.00 |                  0.12 |                 5.64 |
| 2014-12-21 |               55 |              48 |              61 |               44 |               63 |              21 |              82 |                1,973 |                2,010 |                 0.00 |                  0.12 |                 3.41 |
| 2014-12-27 |               60 |              46 |              74 |               43 |               63 |              19 |              81 |                1,892 |                1,971 |                 0.22 |                  0.11 |                 1.38 |
| 2015-01-02 |               51 |              47 |              54 |               43 |               63 |              16 |              81 |                1,928 |                2,000 |                 0.63 |                  0.10 |                 2.26 |
| 2015-01-04 |               46 |              36 |              56 |               43 |               62 |              18 |              79 |                1,911 |                1,997 |                 0.00 |                  0.11 |                 2.23 |
| 2015-01-06 |               50 |              34 |              65 |               43 |               62 |              22 |              80 |                1,972 |                1,989 |                 0.00 |                  0.11 |                 3.70 |
| 2015-01-07 |               51 |              39 |              62 |               43 |               62 |              19 |              79 |                1,970 |                1,989 |                 0.00 |                  0.10 |                 2.01 |
| 2015-01-09 |               39 |              37 |              40 |               43 |               63 |              19 |              80 |                1,976 |                1,974 |                 0.06 |                  0.10 |                 2.49 |
| 2015-01-13 |               45 |              43 |              46 |               43 |               63 |              17 |              81 |                1,912 |                2,000 |                 0.05 |                  0.10 |                 1.51 |
| 2015-01-15 |               47 |              39 |              54 |               43 |               63 |              21 |              79 |                1,892 |                1,996 |                 0.00 |                  0.11 |                 2.82 |
| 2015-01-17 |               53 |              37 |              69 |               43 |               63 |              15 |              80 |                1,930 |                1,974 |                 0.00 |                  0.11 |                 2.39 |
| 2015-01-18 |               57 |              43 |              71 |               43 |               63 |               5 |              81 |                1,930 |                2,000 |                 0.00 |                  0.12 |                 2.83 |
| 2015-01-20 |               61 |              45 |              76 |               43 |               63 |              20 |              81 |                1,985 |                2,012 |                 0.00 |                  0.11 |                 1.83 |
| 2015-01-22 |               52 |              44 |              60 |               43 |               63 |              15 |              80 |                1,930 |                1,972 |                 0.87 |                  0.12 |                 2.52 |
| 2015-01-23 |               42 |              39 |              44 |               43 |               63 |              14 |              83 |                1,940 |                1,972 |                 0.03 |                  0.11 |                 2.62 |
| 2015-01-25 |               55 |              40 |              70 |               44 |               63 |              19 |              81 |                1,894 |                1,971 |                 0.00 |                  0.11 |                 2.83 |
| 2015-01-27 |               64 |              47 |              81 |               44 |               64 |              19 |              83 |                1,897 |                1,975 |                 0.00 |                  0.11 |                 2.86 |
| 2015-01-30 |               55 |              45 |              65 |               44 |               64 |              18 |              84 |                1,949 |                1,911 |                 0.00 |                  0.12 |                 1.64 |
| 2015-01-31 |               53 |              42 |              63 |               44 |               64 |              14 |              82 |                1,949 |                1,911 |                 0.00 |                  0.11 |                 2.12 |
| 2015-02-07 |               53 |              37 |              69 |               45 |               65 |              11 |              80 |                1,895 |                1,957 |                 0.00 |                  0.11 |                 1.46 |
| 2015-02-08 |               66 |              54 |              77 |               45 |               65 |              10 |              82 |                1,895 |                1,932 |                 0.00 |                  0.11 |                 1.84 |
| 2015-02-09 |               69 |              54 |              83 |               45 |               65 |              15 |              86 |                1,933 |                1,962 |                 0.00 |                  0.11 |                 2.00 |
| 2015-02-11 |               60 |              44 |              75 |               46 |               66 |              20 |              82 |                1,981 |                1,999 |                 0.00 |                  0.11 |                 1.88 |
| 2015-02-13 |               53 |              39 |              66 |               46 |               66 |               6 |              83 |                1,899 |                1,962 |                 0.00 |                  0.11 |                 2.99 |
| 2015-02-14 |               61 |              43 |              78 |               46 |               66 |              10 |              83 |                1,899 |                1,911 |                 0.00 |                  0.11 |                 1.90 |
| 2015-02-17 |               44 |              34 |              54 |               47 |               67 |              16 |              86 |                1,895 |                1,907 |                 0.00 |                  0.12 |                 0.87 |
| 2015-02-25 |               42 |              33 |              50 |               49 |               68 |              26 |              85 |                1,974 |                1,918 |                 0.10 |                  0.10 |                 2.10 |
| 2015-03-01 |               54 |              49 |              59 |               50 |               69 |              28 |              84 |                1,980 |                1,975 |                 0.22 |                  0.11 |                 3.32 |
| 2015-03-03 |               68 |              56 |              80 |               50 |               70 |              21 |              86 |                1,943 |                1,893 |                 0.00 |                  0.11 |                 1.03 |
| 2015-03-18 |               74 |              65 |              82 |               53 |               74 |              27 |              90 |                1,892 |                2,013 |                 0.11 |                  0.10 |                 1.60 |
| 2015-03-20 |               74 |              66 |              82 |               53 |               74 |              24 |              90 |                1,923 |                1,907 |                 0.02 |                  0.11 |                 7.47 |
| 2015-03-21 |               65 |              64 |              66 |               54 |               74 |              30 |              87 |                1,996 |                1,907 |                 1.01 |                  0.10 |                 1.38 |
| 2015-03-23 |               68 |              55 |              80 |               54 |               75 |              35 |              89 |                1,989 |                1,929 |                 0.00 |                  0.11 |                 2.27 |
| 2015-03-25 |               68 |              56 |              80 |               54 |               75 |              36 |              93 |                2,006 |                1,928 |                 0.00 |                  0.12 |                 7.36 |
| 2015-03-31 |               74 |              64 |              83 |               56 |               77 |              30 |              88 |                1,987 |                1,946 |                 0.00 |                  0.10 |                 1.44 |
| 2015-04-01 |               74 |              69 |              79 |               56 |               77 |              39 |              89 |                1,987 |                1,936 |                 0.01 |                  0.10 |                 2.26 |
| 2015-04-05 |               62 |              57 |              67 |               57 |               78 |              38 |              91 |                1,973 |                1,982 |                 0.02 |                  0.10 |                 2.61 |
| 2015-04-11 |               70 |              63 |              77 |               58 |               79 |              38 |              89 |                1,989 |                1,934 |                 0.13 |                  0.10 |                 1.67 |
| 2015-04-18 |               72 |              66 |              78 |               60 |               80 |              42 |              94 |                1,999 |                1,987 |                 0.09 |                  0.11 |                 8.16 |
| 2015-04-22 |               76 |              67 |              84 |               61 |               81 |              43 |              90 |                1,993 |                2,009 |                 0.00 |                  0.12 |                 1.50 |
| 2015-04-23 |               79 |              69 |              88 |               61 |               81 |              44 |              91 |                1,998 |                1,999 |                 0.00 |                  0.11 |                 2.40 |
| 2015-04-25 |               78 |              67 |              88 |               62 |               82 |              41 |              90 |                1,910 |                1,987 |                 0.21 |                  0.13 |                 2.50 |
| 2015-04-29 |               65 |              52 |              78 |               63 |               82 |              46 |              92 |                2,008 |                1,987 |                 0.00 |                  0.13 |                 2.86 |
| 2015-05-01 |               71 |              57 |              84 |               64 |               83 |              45 |              94 |                1,908 |                1,947 |                 0.00 |                  0.15 |                 4.11 |
| 2015-05-07 |               80 |              74 |              85 |               65 |               84 |              47 |              94 |                1,891 |                1,998 |                 0.00 |                  0.17 |                 2.61 |
| 2015-05-14 |               80 |              72 |              87 |               67 |               86 |              47 |              93 |                1,971 |                1,995 |                 0.05 |                  0.16 |                 2.44 |
| 2015-05-15 |               79 |              73 |              84 |               68 |               86 |              49 |              92 |                1,890 |                2,003 |                 0.15 |                  0.18 |                 4.64 |
| 2015-05-19 |               80 |              73 |              86 |               68 |               87 |              50 |              95 |                1,976 |                2,003 |                 0.02 |                  0.16 |                 6.87 |
| 2015-05-23 |               79 |              73 |              85 |               69 |               88 |              45 |              95 |                1,892 |                1,996 |                 0.72 |                  0.16 |                 3.99 |
| 2015-05-26 |               76 |              66 |              85 |               70 |               89 |              57 |              98 |                1,979 |                2,011 |                 0.77 |                  0.17 |                 2.91 |
| 2015-06-01 |               78 |              66 |              89 |               71 |               90 |              53 |              98 |                1,984 |                1,998 |                 0.00 |                  0.18 |                 1.32 |
| 2015-06-03 |               80 |              69 |              91 |               72 |               90 |              52 |              98 |                1,970 |                1,960 |                 0.00 |                  0.18 |                 3.27 |
| 2015-06-12 |               83 |              74 |              92 |               73 |               91 |              55 |             101 |                1,979 |                1,978 |                 0.00 |                  0.22 |                 3.05 |
| 2015-06-15 |               83 |              75 |              90 |               73 |               92 |              55 |             100 |                1,903 |                2,011 |                 0.14 |                  0.21 |                 5.68 |
| 2015-06-17 |               80 |              76 |              84 |               74 |               92 |              62 |             100 |                1,989 |                1,902 |                 0.70 |                  0.21 |                 1.51 |
| 2015-06-18 |               81 |              76 |              86 |               74 |               92 |              64 |             103 |                1,969 |                1,918 |                 0.00 |                  0.22 |                 3.29 |
| 2015-06-19 |               83 |              76 |              90 |               74 |               92 |              64 |             101 |                1,912 |                1,934 |                 0.00 |                  0.22 |                 4.43 |
| 2015-06-20 |               84 |              77 |              90 |               74 |               92 |              62 |             101 |                1,976 |                1,902 |                 0.20 |                  0.21 |                 1.99 |
| 2015-06-24 |               84 |              74 |              93 |               74 |               92 |              61 |             104 |                1,904 |                2,009 |                 0.00 |                  0.21 |                 4.47 |
| 2015-06-25 |               85 |              75 |              94 |               75 |               92 |              60 |             102 |                1,974 |                2,009 |                 0.00 |                  0.20 |                 2.82 |
